5 6.3
10 6.4
15 6.4
20 6.7
25 6.5
30 6.4
35 6.8
40 6.4
45 6.4
50 6.4
55 6.7
60 6.7
65 6.4
70 6.4
75 6.4
80 6.8
85 6.4
90 6.3
95 6.8
100 6.6
105 6.5
110 6.4
115 6.8
120 6.6
125 6.6
130 6.4
135 6.4
140 7.0
145 6.8
150 6.6
155 6.9
160 7.1
165 6.9
170 6.5
175 6.4
180 6.6
185 6.5
190 6.9
195 6.8
