0 7.9
5 7.7
10 8.1
15 7.9
20 7.7
25 8.1
30 8.2
35 7.9
40 8.2
45 7.6
50 8.6
55 7.6
60 7.9
65 7.7
70 8.0
75 8.3
80 7.8
85 8.4
90 8.2
95 7.9
100 8.3
105 8.2
110 8.6
115 7.7
120 7.8
125 7.9
130 7.9
135 8.2
140 8.0
145 7.7
150 8.9
155 8.0
160 8.3
165 8.1
170 8.2
175 8.2
180 8.1
185 8.4
190 8.1
195 7.8
200 7.6
