tree_l2 8.075
tree_arpnat 3.275
tree_arprespnat 4.362
tree_arpresponder 3.63


linear_arpnat 6.57
linear_arprespnat 4.285
linear_l2 22.3525
linear_arpresponder 4.2825
