5 30.3
10 30.8
15 32.6
20 30.6
25 34.8
30 31.5
35 32.0
40 30.2
45 28.5
50 30.8
55 30.2
60 29.8
65 29.9
70 32.1
75 31.2
80 30.3
85 30.2
90 29.5
95 28.5
100 31.9
105 31.3
110 30.6
115 30.1
120 28.6
125 30.1
130 30.9
135 30.7
140 31.1
145 28.0
150 30.3
155 31.8
160 31.0
165 28.9
170 31.1
175 30.9
180 29.8
185 31.9
190 30.4
195 31.5
200 33.2

