5 16.5
10 21.5
15 22.3
20 21.8
25 20.9
30 19.8
35 15.9
40 20.5
45 24.3
50 20.3
55 21.6
60 19.0
65 15.0
70 19.5
75 24.8
80 22.2
85 22.5
90 20.4
95 13.6
100 19.6
105 24.5
110 21.1
115 22.8
120 22.2
125 13.9
130 19.2
135 25.6
140 23.0
145 21.8
150 22.6
155 14.6
160 19.1
165 25.5
170 22.5
175 22.7
180 22.2
185 14.7
190 18.8
195 23.1
200 22.9

