0 11.0
5 9.5
10 9.3
15 9.3
20 9.6
25 10.1
30 9.2
35 9.1
40 9.1
45 9.5
50 9.2
55 10.0
60 9.1
65 9.5
70 9.3
75 9.5
80 9.1
85 10.1
90 9.2
95 9.0
100 9.3
105 9.4
110 9.2
115 10.1
120 9.1
125 9.0
130 9.2
135 9.1
140 9.1
145 10.3
150 9.2

