2    189.2
4    275.4
6    400.5
8    514.05
10    658.55
12    898.15
14    989.0
16    1171.35
18    1346.65
20    1440.85
22    1562.0
24    1678.45
26    1830.4
28    1961.25
30    2006.8
32    2092.75
34    2172.4
36    2298.05
38    2441.35
40    2580.15
42    2705.45
44    2824.0
46    2988.2
48    3087.0
50    3231.4
52    3324.65
54    3439.95
56    3579.15
58    3693.4
60    3785.55
62    3946.2
64    4044.3
