2    136.2
4    240.45
6    325.45
8    407.45
10    533.0
12    587.85
14    690.05
16    856.05
18    970.35
20    1080.6
22    1151.1
24    1233.75
26    1364.35
28    1460.9
30    1640.7
32    1678.95
34    1803.25
36    1942.75
38    2093.2
40    2168.7
42    2219.0
44    2446.45
46    2615.9
48    2713.65
50    2791.9
52    2868.15
54    2959.4
56    3079.85
58    3244.0
60    3410.2
62    3348.55
64    3503.33
