2    142.65
4    225.35
6    312.7
8    410.2
10    467.9
12    561.655
14    676.7
16    747.3
18    843.1
20    927.65
22    1141.9
24    1129.45
26    1175.95
28    1212.0
30    1308.45
32    1465.9
34    1453.8
36    1536.55
38    1640.6
40    1716.45
42    1758.95
44    1906.75
46    1955.9
48    2006.05
50    2041.55
52    2204.15
54    2258.05
56    2432.9
58    2481.25
60    2682.75
62    2804.05
64    2801.3
