2    134.95
4    226.0
6    303.35
8    391.5
10    446.3
12    521.05
14    613.7
16    663.7
18    730.5
20    820.15
22    890.15
24    963.1
26    1000.35
28    1070.9
30    1193.25
32    1244.0
34    1413.2
36    1447.15
38    1578.75
40    1617.65
42    1745.65
44    1838.9
46    2083.35
48    2242.45
50    2411.0
52    2547.6
54    2566.6
56    2680.6
58    2873.75
60    3021.1
62    3252.7
64    3421.6
