2    174.1
4    291.35
6    450.85
8    557.75
10    701.0
12    823.25
14    948.65
16    1068.45
18    1184.25
20    1313.5
22    1449.1
24    1592.8
26    1700.45
28    1902.75
30    2083.25
32    2243.05
34    2389.95
36    2639.2
38    2793.2
40    3035.45
42    3094.75
44    3163.45
46    3315.85
48    3471.9
50    3743.35
52    3894.6
54    4060.75
56    4141.1
58    4336.1
60    4555.95
62    4932.3
64    5165.66
