2    38.575
4    40.14
6    41.115
8    40.48
10    69.885
12   70.61
14   65.72
16   75.045
18   72.385
20    69.255
22    69.165
24    73.645
26    71.605
28    70.525
30    67.675
32    72.135
34    71.92
36   73.84
38    74.72
40    71.185
42    69.245
44    67.47
46    68.31
48    70.38
50    72.67
52    73.11
54    70.985
56    69.705
58    67.06
60    70.335
62    65.285
64    71.595
