2    41.57
4    37.21
6    34.58
8    34.65
10    57.07
12    44.01
14    48.52
16    51.61
18    62.7
20    50.23
22    51.18
24    60.03
26    59.27
28    56.17
30    60.8
32    66.81
34    68.7
36    66.32
38    66.91
40    69.04
42    61.56
44    61.94
46    61.32
48    71.38
50    68.27
52    74.48
54    68.25
56    69.19
58    65.09
60    58.28
62    64.97
64    60.03
